time,id,x,y,angle,speed
827.00,89,1058.16,604.80,270.00,11.66
827.00,9,1798.40,1619.16,180.00,13.97
827.00,90,1383.66,1795.20,90.00,13.51
827.00,91,1701.02,1204.80,270.00,14.75
827.00,92,1198.40,1045.04,180.00,13.28
827.00,93,1795.20,1031.38,180.00,13.53
827.00,94,1044.27,601.60,270.00,15.42
827.00,95,1207.91,598.76,108.20,8.14
827.00,96,1195.20,994.39,180.00,15.21
827.00,97,1198.40,615.96,180.00,10.48
827.00,98,1795.20,1630.38,180.00,13.65
827.00,99,797.19,1195.20,90.00,13.57
828.00,0,-4.80,1461.10,180.00,16.20
828.00,1,91.66,595.20,90.00,10.95
828.00,10,1195.20,1729.61,180.00,12.88
828.00,11,1204.80,210.59,0.00,13.57
828.00,12,604.80,1788.60,0.00,0.00
828.00,13,1561.07,1804.80,270.00,9.70
828.00,14,1188.60,1195.20,90.00,0.00
828.00,15,598.40,1332.62,180.00,11.33
828.00,16,1576.60,4.80,270.00,13.96
828.00,17,352.24,4.80,270.00,14.71
828.00,18,-4.80,294.60,180.00,15.24
828.00,19,764.48,595.20,90.00,13.04
828.00,2,4.80,794.42,0.00,12.06
828.00,20,1718.55,1204.80,270.00,13.19
828.00,21,358.57,1204.80,270.00,15.52
828.00,22,-4.80,1125.52,180.00,13.05
828.00,23,1195.20,1683.28,180.00,11.42
828.00,24,1804.80,631.30,0.00,11.50
828.00,25,611.40,1201.60,270.00,0.00
828.00,26,1375.77,-4.80,90.00,13.42
828.00,27,1686.84,1201.60,270.00,10.79
828.00,28,595.20,439.95,180.00,14.12
828.00,29,1210.80,604.80,270.00,0.00
828.00,3,-4.80,1017.11,180.00,11.74
828.00,30,1409.65,1195.20,90.00,13.92
828.00,31,822.48,595.20,90.00,14.74
828.00,32,-1.60,1212.37,180.00,8.70
828.00,33,1624.21,604.80,270.00,13.84
828.00,34,1012.30,1804.80,270.00,14.18
828.00,35,1149.94,1201.60,270.00,12.06
828.00,36,-1.60,524.24,180.00,11.40
828.00,37,604.80,75.01,0.00,13.09
828.00,38,1195.20,532.88,180.00,11.49
828.00,39,67.90,1198.40,90.00,13.43
828.00,4,1788.60,1198.40,90.00,0.00
828.00,40,-4.80,526.70,180.00,9.39
828.00,41,127.04,1195.20,90.00,11.95
828.00,42,-1.60,463.35,180.00,12.14
828.00,43,1181.10,1195.20,90.00,0.00
828.00,44,1795.20,419.08,180.00,11.45
828.00,45,1298.05,4.80,270.00,10.18
828.00,46,1404.85,-4.80,90.00,13.64
828.00,47,1804.80,1364.92,0.00,9.86
828.00,48,4.80,1397.55,0.00,13.11
828.00,49,1129.72,1804.80,270.00,12.59
828.00,5,1804.80,846.41,0.00,12.78
828.00,50,805.09,598.40,90.00,13.26
828.00,51,598.40,11.40,180.00,0.00
828.00,52,90.70,1198.40,90.00,12.66
828.00,53,4.80,658.02,0.00,12.28
828.00,54,595.20,956.34,180.00,13.77
828.00,55,598.40,18.90,180.00,0.00
828.00,56,-4.80,391.91,180.00,13.92
828.00,57,399.83,1804.80,270.00,13.91
828.00,58,1642.91,4.80,270.00,13.36
828.00,59,1804.80,796.43,0.00,13.67
828.00,6,604.80,1384.93,0.00,12.73
828.00,60,969.68,1804.80,270.00,16.11
828.00,61,158.89,1195.20,90.00,12.68
828.00,62,1034.06,1204.80,270.00,12.78
828.00,63,248.66,-4.80,90.00,14.85
828.00,64,1204.80,975.16,0.00,16.10
828.00,65,611.40,604.80,270.00,0.00
828.00,66,1440.19,4.80,270.00,15.32
828.00,67,1798.40,986.98,180.00,14.75
828.00,68,1390.11,1195.20,90.00,11.20
828.00,69,-1.60,1191.23,180.00,9.73
828.00,7,443.70,1204.80,270.00,11.67
828.00,70,595.20,385.89,180.00,14.14
828.00,71,-4.80,1171.42,180.00,12.68
828.00,72,29.94,1198.40,90.00,10.96
828.00,73,167.79,598.40,90.00,14.33
828.00,74,630.93,595.20,90.00,9.65
828.00,75,598.40,407.26,180.00,14.87
828.00,76,1204.80,84.38,0.00,13.18
828.00,77,-4.80,1573.66,180.00,14.75
828.00,78,1195.20,388.32,180.00,13.47
828.00,79,533.31,-1.60,90.00,11.95
828.00,8,1198.40,1637.67,180.00,14.92
828.00,80,1795.20,992.86,180.00,13.90
828.00,81,1804.80,439.87,0.00,12.27
828.00,82,604.80,191.59,0.00,13.90
828.00,83,4.80,1710.47,0.00,11.03
828.00,84,-4.80,1058.29,180.00,14.81
828.00,85,11.40,1204.80,270.00,0.00
828.00,86,601.33,1191.50,356.88,6.59
828.00,87,1198.40,1730.62,180.00,12.46
828.00,88,-4.80,429.49,180.00,13.00
828.00,89,1046.46,604.80,270.00,11.69
828.00,9,1798.40,1604.46,180.00,14.70
828.00,90,1396.50,1795.20,90.00,12.83
828.00,91,1687.34,1204.80,270.00,13.68
828.00,92,1195.20,1032.42,180.00,12.62
828.00,93,1795.20,1016.85,180.00,14.53
828.00,94,1028.26,601.60,270.00,16.01
828.00,95,1215.21,598.40,90.31,7.32
828.00,96,1195.20,979.43,180.00,14.96
828.00,97,1198.64,608.75,177.29,7.22
828.00,98,1795.20,1617.34,180.00,13.04
828.00,99,810.37,1195.20,90.00,13.18
829.00,0,-4.80,1444.46,180.00,16.64
829.00,1,103.37,595.20,90.00,11.70
829.00,10,1195.20,1715.93,180.00,13.68
829.00,11,1204.80,224.51,0.00,13.92
829.00,12,604.80,1788.60,0.00,0.00
829.00,13,1550.77,1804.80,270.00,10.31
829.00,14,1188.60,1195.20,90.00,0.00
829.00,15,598.40,1322.03,180.00,10.59
829.00,16,1563.16,4.80,270.00,13.44
829.00,17,337.77,4.80,270.00,14.47
829.00,18,-4.80,278.71,180.00,15.89
829.00,19,778.39,595.20,90.00,13.91
829.00,2,4.80,806.63,0.00,12.21
829.00,20,1705.27,1204.80,270.00,13.29
829.00,21,342.69,1204.80,270.00,15.87
829.00,22,-4.80,1112.21,180.00,13.31
829.00,23,1195.20,1670.94,180.00,12.34
829.00,24,1804.80,643.86,0.00,12.56
829.00,25,611.40,1201.60,270.00,0.00
829.00,26,1389.87,-4.80,90.00,14.10
829.00,27,1675.36,1201.60,270.00,11.48
829.00,28,595.20,426.65,180.00,13.30
829.00,29,1210.80,604.80,270.00,0.00
829.00,3,-4.80,1004.98,180.00,12.13
829.00,30,1423.95,1195.20,90.00,14.29
829.00,31,836.51,595.20,90.00,14.03
829.00,32,-1.15,1207.25,174.81,5.15
829.00,33,1610.63,604.80,270.00,13.58
829.00,34,998.22,1804.80,270.00,14.08
829.00,35,1136.84,1201.60,270.00,13.10
829.00,36,-1.60,513.04,180.00,11.20
829.00,37,604.80,87.10,0.00,12.09
829.00,38,1195.20,520.93,180.00,11.95
829.00,39,81.25,1198.40,90.00,13.35
829.00,4,1788.60,1198.40,90.00,0.00
829.00,40,-4.80,517.32,180.00,9.38
829.00,41,140.10,1195.20,90.00,13.06
829.00,42,-1.60,450.75,180.00,12.61
829.00,43,1181.10,1195.20,90.00,0.00
829.00,44,1795.20,406.96,180.00,12.11
829.00,45,1287.64,4.80,270.00,10.41
829.00,46,1418.57,-4.80,90.00,13.72
829.00,47,1804.80,1375.72,0.00,10.80
829.00,48,4.80,1411.04,0.00,13.49
829.00,49,1116.89,1804.80,270.00,12.83
829.00,5,1804.80,859.04,0.00,12.63
829.00,50,818.65,598.40,90.00,13.56
829.00,51,598.40,11.40,180.00,0.00
829.00,52,103.84,1198.40,90.00,13.14
829.00,53,4.80,670.28,0.00,12.26
829.00,54,595.20,941.59,180.00,14.75
829.00,55,598.40,18.90,180.00,0.00
829.00,56,-4.80,378.07,180.00,13.84
829.00,57,386.25,1804.80,270.00,13.58
829.00,58,1629.55,4.80,270.00,13.36
829.00,59,1804.80,809.01,0.00,12.59
829.00,6,604.80,1397.01,0.00,12.08
829.00,60,954.50,1804.80,270.00,15.18
829.00,61,171.92,1195.20,90.00,13.03
829.00,62,1021.63,1204.80,270.00,12.43
829.00,63,263.28,-4.80,90.00,14.62
829.00,64,1204.80,990.80,0.00,15.64
829.00,65,611.40,604.80,270.00,0.00
829.00,66,1424.27,4.80,270.00,15.91
829.00,67,1798.40,972.32,180.00,14.65
829.00,68,1402.22,1195.20,90.00,12.11
829.00,69,-1.60,1179.65,180.00,11.58
829.00,7,432.12,1204.80,270.00,11.58
829.00,70,595.20,371.24,180.00,14.65
829.00,71,-4.80,1159.10,180.00,12.32
829.00,72,43.13,1198.40,90.00,13.18
829.00,73,182.70,598.40,90.00,14.91
829.00,74,642.36,595.20,90.00,11.43
829.00,75,598.40,392.17,180.00,15.09
829.00,76,1204.80,96.52,0.00,12.14
829.00,77,-4.80,1559.32,180.00,14.34
829.00,78,1195.20,374.50,180.00,13.82
829.00,79,546.18,-1.60,90.00,12.87
829.00,8,1198.40,1622.24,180.00,15.43
829.00,80,1795.20,979.31,180.00,13.55
829.00,81,1804.80,451.62,0.00,11.74
829.00,82,604.80,205.18,0.00,13.59
829.00,83,4.80,1722.01,0.00,11.55
829.00,84,-4.80,1043.64,180.00,14.65
829.00,85,11.40,1204.80,270.00,0.00
829.00,86,598.22,1198.83,327.42,8.20
829.00,87,1198.40,1717.74,180.00,12.88
829.00,88,-4.80,417.31,180.00,12.18
829.00,89,1035.18,604.80,270.00,11.28
829.00,9,1798.40,1590.85,180.00,13.61
829.00,90,1409.95,1795.20,90.00,13.45
829.00,91,1673.53,1204.80,270.00,13.81
829.00,92,1195.20,1019.82,180.00,12.60
829.00,93,1795.20,1002.82,180.00,14.03
829.00,94,1012.85,601.60,270.00,15.40
829.00,95,1224.20,598.40,90.00,8.99
829.00,96,1195.20,964.68,180.00,14.76
829.00,97,1202.08,600.99,144.68,8.81
829.00,98,1795.20,1603.65,180.00,13.69
829.00,99,823.79,1195.20,90.00,13.42
830.00,0,-4.80,1428.56,180.00,15.90
830.00,1,114.74,595.20,90.00,11.38
830.00,10,1195.20,1703.04,180.00,12.89
830.00,11,1204.80,238.32,0.00,13.81
830.00,12,604.80,1788.60,0.00,0.00
830.00,13,1541.14,1804.80,270.00,9.63
830.00,14,1188.60,1195.20,90.00,0.00
830.00,15,598.40,1311.25,180.00,10.78
830.00,16,1549.44,4.80,270.00,13.72
830.00,17,323.67,4.80,270.00,14.10
830.00,18,-4.80,263.40,180.00,15.31
830.00,19,791.72,595.20,90.00,13.34
830.00,2,4.80,819.39,0.00,12.76
830.00,20,1692.03,1204.80,270.00,13.24
830.00,21,326.31,1204.80,270.00,16.38
830.00,22,-4.80,1099.60,180.00,12.61
830.00,23,1195.20,1658.77,180.00,12.17
830.00,24,1804.80,656.15,0.00,12.29
830.00,25,611.40,1201.60,270.00,0.00
830.00,26,1404.17,-4.80,90.00,14.30
830.00,27,1664.00,1201.60,270.00,11.36
830.00,28,595.20,412.30,180.00,14.35
830.00,29,1210.80,604.80,270.00,0.00
830.00,3,-4.80,993.69,180.00,11.29
830.00,30,1437.54,1195.20,90.00,13.59
830.00,31,850.70,595.20,90.00,14.19
830.00,32,2.05,1201.01,144.89,7.25
830.00,33,1597.49,604.80,270.00,13.14
830.00,34,983.19,1804.80,270.00,15.03
830.00,35,1124.86,1204.80,270.00,11.98
830.00,36,-1.60,501.79,180.00,11.25
830.00,37,604.80,99.42,0.00,12.33
830.00,38,1195.20,508.91,180.00,12.02
830.00,39,94.90,1198.40,90.00,13.65
830.00,4,1788.60,1198.40,90.00,0.00
830.00,40,-4.80,508.10,180.00,9.22
830.00,41,152.60,1195.20,90.00,12.50
830.00,42,-4.80,437.86,180.00,12.89
830.00,43,1181.10,1195.20,90.00,0.00
830.00,44,1795.20,395.59,180.00,11.38
830.00,45,1277.24,4.80,270.00,10.41
830.00,46,1432.87,-4.80,90.00,14.30
830.00,47,1804.80,1386.07,0.00,10.35
830.00,48,4.80,1423.63,0.00,12.59
830.00,49,1104.52,1804.80,270.00,12.36
830.00,5,1804.80,870.94,0.00,11.90
830.00,50,831.75,598.40,90.00,13.10
830.00,51,598.40,11.40,180.00,0.00
830.00,52,116.41,1198.40,90.00,12.57
830.00,53,4.80,682.55,0.00,12.27
830.00,54,595.20,927.38,180.00,14.21
830.00,55,598.40,18.90,180.00,0.00
830.00,56,-4.80,364.12,180.00,13.95
830.00,57,373.48,1804.80,270.00,12.77
830.00,58,1616.33,4.80,270.00,13.22
830.00,59,1804.80,821.88,0.00,12.86
830.00,6,604.80,1408.80,0.00,11.80
830.00,60,938.54,1804.80,270.00,15.96
830.00,61,185.87,1195.20,90.00,13.95
830.00,62,1009.48,1204.80,270.00,12.15
830.00,63,278.35,-4.80,90.00,15.06
830.00,64,1204.80,1005.81,0.00,15.00
830.00,65,611.40,604.80,270.00,0.00
830.00,66,1409.54,4.80,270.00,14.73
830.00,67,1798.40,957.12,180.00,15.21
830.00,68,1413.60,1195.20,90.00,11.38
830.00,69,-1.60,1165.87,180.00,13.78
830.00,7,420.29,1204.80,270.00,11.83
830.00,70,595.20,357.49,180.00,13.75
830.00,71,-4.80,1146.26,180.00,12.85
830.00,72,56.77,1198.40,90.00,13.65
830.00,73,198.13,598.40,90.00,15.43
830.00,74,654.93,595.20,90.00,12.57
830.00,75,598.40,377.46,180.00,14.71
830.00,76,1204.80,109.07,0.00,12.55
830.00,77,-4.80,1544.32,180.00,15.00
830.00,78,1195.20,360.70,180.00,13.80
830.00,79,558.41,-1.60,90.00,12.24
830.00,8,1198.40,1606.15,180.00,16.09
830.00,80,1795.20,965.37,180.00,13.95
830.00,81,1804.80,462.96,0.00,11.34
830.00,82,604.80,218.72,0.00,13.55
830.00,83,4.80,1733.34,0.00,11.33
830.00,84,-4.80,1029.27,180.00,14.37
830.00,85,11.40,1204.80,270.00,0.00
830.00,86,591.13,1201.38,283.75,7.68
830.00,87,1198.40,1705.97,180.00,11.77
830.00,88,-4.80,404.16,180.00,13.15
830.00,89,1023.30,604.80,270.00,11.88
830.00,9,1798.40,1576.57,180.00,14.28
830.00,90,1422.82,1795.20,90.00,12.87
830.00,91,1659.54,1204.80,270.00,14.00
830.00,92,1195.20,1006.83,180.00,12.99
830.00,93,1795.20,989.15,180.00,13.67
830.00,94,997.90,601.60,270.00,14.96
830.00,95,1234.75,598.40,90.00,10.56
830.00,96,1195.20,949.97,180.00,14.71
830.00,97,1210.34,598.41,98.13,8.82
830.00,98,1795.20,1590.07,180.00,13.57
830.00,99,837.31,1195.20,90.00,13.52
831.00,0,-4.80,1412.10,180.00,16.46
831.00,1,125.59,595.20,90.00,10.85
831.00,10,1195.20,1689.47,180.00,13.57
831.00,11,1204.80,252.15,0.00,13.82
831.00,12,604.80,1788.60,0.00,0.00
831.00,13,1531.78,1804.80,270.00,9.36
831.00,14,1188.60,1195.20,90.00,0.00
831.00,15,598.40,1300.01,180.00,11.25
831.00,16,1535.21,4.80,270.00,14.22
831.00,17,309.22,4.80,270.00,14.45
831.00,18,-4.80,247.94,180.00,15.45
831.00,19,805.33,595.20,90.00,13.60
831.00,2,4.80,831.49,0.00,12.10
831.00,20,1679.41,1204.80,270.00,12.62
831.00,21,310.95,1204.80,270.00,15.36
831.00,22,-4.80,1086.34,180.00,13.26
831.00,23,1195.20,1646.80,180.00,11.97
831.00,24,1804.80,668.10,0.00,11.94
831.00,25,611.40,1201.60,270.00,0.00
831.00,26,1417.27,-4.80,90.00,13.11
831.00,27,1652.51,1201.60,270.00,11.49
831.00,28,595.20,398.13,180.00,14.18
831.00,29,1210.80,604.80,270.00,0.00
831.00,3,-4.80,981.54,180.00,12.15
831.00,30,1451.43,1195.20,90.00,13.89
831.00,31,864.75,595.20,90.00,14.04
831.00,32,9.74,1198.49,99.76,8.25
831.00,33,1583.77,604.80,270.00,13.71
831.00,34,969.10,1804.80,270.00,14.09
831.00,35,1112.96,1204.80,270.00,11.90
831.00,36,-1.60,489.88,180.00,11.91
831.00,37,604.80,111.86,0.00,12.43
831.00,38,1195.20,497.75,180.00,11.16
831.00,39,107.14,1198.40,90.00,12.24
831.00,4,1788.60,1198.40,90.00,0.00
831.00,40,-4.80,498.33,180.00,9.77
831.00,41,164.67,1195.20,90.00,12.07
831.00,42,-4.80,424.55,180.00,13.31
831.00,43,1181.10,1195.20,90.00,0.00
831.00,44,1795.20,383.43,180.00,12.16
831.00,45,1266.18,4.80,270.00,11.06
831.00,46,1446.07,-4.80,90.00,13.20
831.00,47,1804.80,1396.81,0.00,10.74
831.00,48,4.80,1436.91,0.00,13.28
831.00,49,1091.82,1804.80,270.00,12.71
831.00,5,1804.80,883.75,0.00,12.82
831.00,50,845.68,598.40,90.00,13.93
831.00,51,598.40,11.40,180.00,0.00
831.00,52,129.52,1198.40,90.00,13.12
831.00,53,4.80,694.74,0.00,12.19
831.00,54,598.40,912.49,180.00,14.89
831.00,55,598.40,18.90,180.00,0.00
831.00,56,-4.80,350.68,180.00,13.44
831.00,57,359.81,1804.80,270.00,13.67
831.00,58,1602.09,4.80,270.00,14.24
831.00,59,1804.80,834.88,0.00,13.00
831.00,6,604.80,1421.56,0.00,12.75
831.00,60,922.69,1804.80,270.00,15.85
831.00,61,199.14,1195.20,90.00,13.27
831.00,62,997.89,1204.80,270.00,11.59
831.00,63,292.38,-4.80,90.00,14.04
831.00,64,1204.80,1020.81,0.00,15.00
831.00,65,611.40,604.80,270.00,0.00
831.00,66,1394.60,4.80,270.00,14.95
831.00,67,1798.40,942.29,180.00,14.83
831.00,68,1424.68,1195.20,90.00,11.08
831.00,69,-1.60,1149.75,180.00,16.12
831.00,7,409.01,1204.80,270.00,11.27
831.00,70,595.20,342.76,180.00,14.73
831.00,71,-4.80,1133.13,180.00,13.13
831.00,72,69.17,1198.40,90.00,12.40
831.00,73,212.79,595.20,90.00,14.67
831.00,74,666.36,595.20,90.00,11.43
831.00,75,598.40,362.59,180.00,14.87
831.00,76,1204.80,121.99,0.00,12.92
831.00,77,-4.80,1528.89,180.00,15.43
831.00,78,1195.20,347.57,180.00,13.13
831.00,79,570.99,-1.60,90.00,12.58
831.00,8,1198.40,1590.00,180.00,16.15
831.00,80,1795.20,951.93,180.00,13.44
831.00,81,1804.80,475.30,0.00,12.34
831.00,82,604.80,232.97,0.00,14.25
831.00,83,4.80,1744.59,0.00,11.25
831.00,84,-4.80,1014.48,180.00,14.80
831.00,85,11.40,1204.80,270.00,0.00
831.00,86,582.90,1201.60,270.00,8.25
831.00,87,1198.40,1693.40,180.00,12.57
831.00,88,-4.80,391.92,180.00,12.24
831.00,89,1011.60,604.80,270.00,11.70
831.00,9,1798.40,1562.80,180.00,13.78
831.00,90,1436.23,1795.20,90.00,13.41
831.00,91,1645.84,1204.80,270.00,13.69
831.00,92,1195.20,993.74,180.00,13.08
831.00,93,1795.20,975.12,180.00,14.04
831.00,94,982.47,601.60,270.00,15.43
831.00,95,1247.35,598.40,90.00,12.59
831.00,96,1198.40,935.04,180.00,14.93
831.00,97,1219.35,598.40,90.00,9.01
831.00,98,1795.20,1577.22,180.00,12.86
831.00,99,849.75,1195.20,90.00,12.44
832.00,0,-4.80,1395.63,180.00,16.47
832.00,1,136.86,595.20,90.00,11.27
832.00,10,1195.20,1675.67,180.00,13.80
832.00,11,1204.80,265.94,0.00,13.80
832.00,12,604.80,1788.60,0.00,0.00
832.00,13,1521.97,1804.80,270.00,9.81
832.00,14,1188.60,1195.20,90.00,0.00
832.00,15,598.40,1288.95,180.00,11.06
832.00,16,1521.10,4.80,270.00,14.12
832.00,17,294.84,4.80,270.00,14.38
832.00,18,-4.80,232.65,180.00,15.29
832.00,19,818.67,595.20,90.00,13.34
832.00,2,4.80,843.34,0.00,11.85
832.00,20,1666.55,1204.80,270.00,12.86
832.00,21,294.72,1204.80,270.00,16.24
832.00,22,-4.80,1073.53,180.00,12.81
832.00,23,1195.20,1635.43,180.00,11.37
832.00,24,1804.80,679.62,0.00,11.52
832.00,25,611.40,1201.60,270.00,0.00
832.00,26,1431.16,-4.80,90.00,13.89
832.00,27,1641.94,1201.60,270.00,10.57
832.00,28,595.20,384.47,180.00,13.65
832.00,29,1210.80,604.80,270.00,0.00
832.00,3,-4.80,969.32,180.00,12.23
832.00,30,1465.05,1195.20,90.00,13.62
832.00,31,878.64,595.20,90.00,13.90
832.00,32,17.39,1198.40,90.00,7.65
832.00,33,1570.36,604.80,270.00,13.41
832.00,34,954.32,1804.80,270.00,14.78
832.00,35,1100.86,1204.80,270.00,12.11
832.00,36,-1.60,478.56,180.00,11.32
832.00,37,604.80,124.87,0.00,13.01
832.00,38,1195.20,486.37,180.00,11.37
832.00,39,120.43,1198.40,90.00,13.29
832.00,4,1788.60,1198.40,90.00,0.00
832.00,40,-4.80,488.33,180.00,10.00
832.00,41,177.06,1195.20,90.00,12.39
832.00,42,-4.80,411.52,180.00,13.03
832.00,43,1181.10,1195.20,90.00,0.00
832.00,44,1795.20,371.40,180.00,12.03
832.00,45,1255.14,4.80,270.00,11.04
832.00,46,1459.11,-4.80,90.00,13.04
832.00,47,1804.80,1407.24,0.00,10.43
832.00,48,4.80,1450.45,0.00,13.53
832.00,49,1078.52,1804.80,270.00,13.29
832.00,5,1804.80,896.22,0.00,12.47
832.00,50,859.98,598.40,90.00,14.30
832.00,51,598.40,11.40,180.00,0.00
832.00,52,142.24,1198.40,90.00,12.72
832.00,53,4.80,707.27,0.00,12.53
832.00,54,598.40,898.78,180.00,13.71
832.00,55,598.40,18.90,180.00,0.00
832.00,56,-4.80,336.64,180.00,14.04
832.00,57,346.90,1804.80,270.00,12.91
832.00,58,1588.03,4.80,270.00,14.05
832.00,59,1804.80,847.87,0.00,12.99
832.00,6,604.80,1433.35,0.00,11.79
832.00,60,907.54,1804.80,270.00,15.15
832.00,61,212.88,1195.20,90.00,13.73
832.00,62,985.93,1204.80,270.00,11.96
832.00,63,307.43,-4.80,90.00,15.04
832.00,64,1204.80,1036.63,0.00,15.82
832.00,65,611.40,604.80,270.00,0.00
832.00,66,1379.73,4.80,270.00,14.86
832.00,67,1798.40,927.33,180.00,14.96
832.00,68,1436.23,1195.20,90.00,11.55
832.00,69,-1.60,1133.47,180.00,16.28
832.00,7,397.34,1204.80,270.00,11.67
832.00,70,595.20,328.35,180.00,14.40
832.00,71,-4.80,1121.09,180.00,12.03
832.00,72,81.68,1198.40,90.00,12.51
832.00,73,228.01,595.20,90.00,15.22
832.00,74,678.48,595.20,90.00,12.12
832.00,75,598.40,348.11,180.00,14.49
832.00,76,1204.80,134.39,0.00,12.40
832.00,77,-4.80,1514.39,180.00,14.50
832.00,78,1195.20,334.39,180.00,13.17
832.00,79,582.48,-1.60,90.00,11.49
832.00,8,1198.40,1574.78,180.00,15.22
832.00,80,1795.20,937.73,180.00,14.20
832.00,81,1804.80,487.50,0.00,12.20
832.00,82,604.80,247.47,0.00,14.49
832.00,83,4.80,1755.81,0.00,11.22
832.00,84,-4.80,999.76,180.00,14.72
832.00,85,11.40,1204.80,270.00,0.00
832.00,86,572.36,1201.60,270.00,10.54
832.00,87,1198.40,1680.50,180.00,12.90
832.00,88,-4.80,379.32,180.00,12.61
832.00,89,1000.75,604.80,270.00,10.85
832.00,9,1798.40,1548.09,180.00,14.71
832.00,90,1449.44,1795.20,90.00,13.21
832.00,91,1631.36,1204.80,270.00,14.49
832.00,92,1195.20,980.29,180.00,13.45
832.00,93,1795.20,962.07,180.00,13.04
832.00,94,967.60,601.60,270.00,14.87
832.00,95,1259.96,598.40,90.00,12.61
832.00,96,1198.40,919.62,180.00,15.42
832.00,97,1229.71,598.40,90.00,10.36
832.00,98,1795.20,1563.77,180.00,13.45
832.00,99,862.31,1195.20,90.00,12.57
833.00,0,-4.80,1379.07,180.00,16.56
833.00,1,148.11,595.20,90.00,11.26
833.00,10,1195.20,1662.06,180.00,13.61
833.00,11,1204.80,280.00,0.00,14.05
833.00,12,604.80,1788.60,0.00,0.00
833.00,13,1512.11,1804.80,270.00,9.85
833.00,14,1188.60,1195.20,90.00,0.00
833.00,15,598.40,1277.81,180.00,11.14
833.00,16,1506.96,4.80,270.00,14.14
833.00,17,280.39,4.80,270.00,14.45
833.00,18,-4.80,216.63,180.00,16.02
833.00,19,832.80,595.20,90.00,14.14
833.00,2,4.80,855.16,0.00,11.82
833.00,20,1653.70,1204.80,270.00,12.85
833.00,21,278.73,1204.80,270.00,15.99
833.00,22,-4.80,1060.55,180.00,12.99
833.00,23,1195.20,1623.58,180.00,11.84
833.00,24,1804.80,691.12,0.00,11.50
833.00,25,611.40,1201.60,270.00,0.00
833.00,26,1444.23,-4.80,90.00,13.07
833.00,27,1630.34,1201.60,270.00,11.60
833.00,28,595.20,370.81,180.00,13.66
833.00,29,1210.80,604.80,270.00,0.00
833.00,3,-4.80,958.10,180.00,11.21
833.00,30,1479.15,1195.20,90.00,14.10
833.00,31,892.97,595.20,90.00,14.33
833.00,32,26.36,1198.40,90.00,8.97
833.00,33,1556.57,604.80,270.00,13.79
833.00,34,939.46,1804.80,270.00,14.87
833.00,35,1088.69,1204.80,270.00,12.16
833.00,36,-1.60,467.64,180.00,10.92
833.00,37,604.80,137.79,0.00,12.92
833.00,38,1195.20,474.59,180.00,11.78
833.00,39,133.17,1198.40,90.00,12.74
833.00,4,1788.60,1198.40,90.00,0.00
833.00,40,-4.80,478.32,180.00,10.01
833.00,41,189.59,1195.20,90.00,12.54
833.00,42,-4.80,399.31,180.00,12.20
833.00,43,1181.10,1195.20,90.00,0.00
833.00,44,1795.20,360.32,180.00,11.08
833.00,45,1244.53,4.80,270.00,10.60
833.00,46,1472.90,-4.80,90.00,13.79
833.00,47,1804.80,1418.14,0.00,10.90
833.00,48,4.80,1462.95,0.00,12.51
833.00,49,1065.67,1804.80,270.00,12.85
833.00,5,1804.80,908.41,0.00,12.19
833.00,50,874.23,598.40,90.00,14.25
833.00,51,598.40,11.40,180.00,0.00
833.00,52,154.60,1198.40,90.00,12.36
833.00,53,4.80,719.90,0.00,12.63
833.00,54,598.40,885.01,180.00,13.77
833.00,55,598.40,18.90,180.00,0.00
833.00,56,-4.80,322.65,180.00,13.99
833.00,57,333.01,1804.80,270.00,13.89
833.00,58,1573.85,4.80,270.00,14.18
833.00,59,1804.80,860.78,0.00,12.90
833.00,6,604.80,1445.74,0.00,12.39
833.00,60,892.30,1804.80,270.00,15.24
833.00,61,225.57,1195.20,90.00,12.70
833.00,62,974.01,1204.80,270.00,11.92
833.00,63,322.32,-4.80,90.00,14.89
833.00,64,1204.80,1052.27,0.00,15.65
833.00,65,611.40,604.80,270.00,0.00
833.00,66,1364.43,4.80,270.00,15.30
833.00,67,1798.40,911.92,180.00,15.41
833.00,68,1447.48,1195.20,90.00,11.25
833.00,69,-1.60,1118.16,180.00,15.31
833.00,7,385.49,1204.80,270.00,11.86
833.00,70,595.20,314.22,180.00,14.13
833.00,71,-4.80,1108.54,180.00,12.56
833.00,72,95.36,1198.40,90.00,13.68
833.00,73,242.83,595.20,90.00,14.82
833.00,74,690.56,595.20,90.00,12.08
833.00,75,598.40,333.60,180.00,14.51
833.00,76,1204.80,147.10,0.00,12.71
833.00,77,-4.80,1499.81,180.00,14.58
833.00,78,1195.20,321.16,180.00,13.23
833.00,79,590.12,-1.53,89.14,7.64
833.00,8,1198.40,1559.89,180.00,14.89
833.00,80,1795.20,923.75,180.00,13.97
833.00,81,1804.80,500.02,0.00,12.52
833.00,82,604.80,261.39,0.00,13.93
833.00,83,4.80,1767.08,0.00,11.26
833.00,84,-4.80,985.02,180.00,14.73
833.00,85,11.40,1204.80,270.00,0.00
833.00,86,560.55,1201.60,270.00,11.81
833.00,87,1198.40,1667.76,180.00,12.74
833.00,88,-4.80,366.87,180.00,12.45
833.00,89,989.84,604.80,270.00,10.91
833.00,9,1798.40,1533.94,180.00,14.14
833.00,90,1462.91,1795.20,90.00,13.47
833.00,91,1617.71,1204.80,270.00,13.64
833.00,92,1195.20,967.61,180.00,12.68
